Product Name,Description,URL,Page Number,Cleaned Description
Github Release,Publish Github releases from an action,https://github.com/marketplace/actions/github-release,23,publish github release action
Keepalive Workflow,GitHub action to prevent GitHub from suspending your cronjob based triggers due to repository inactivity,https://github.com/marketplace/actions/keepalive-workflow,23,github action prevent github suspending cronjob based trigger due repository inactivity
release-downloader,Download release assets from private or public github repositories,https://github.com/marketplace/actions/release-downloader,23,download release asset private public github repository
Label approved pull requests,Auto-label pull requests that have a specified number of approvals,https://github.com/marketplace/actions/label-approved-pull-requests,23,autolabel pull request specified number approval
screenshot-website,Capture screenshot of a website,https://github.com/marketplace/actions/screenshot-website,23,capture screenshot website
Get Diff Action,GitHub actions to get git diff,https://github.com/marketplace/actions/get-diff-action,23,github action get git diff
Black Code Formatter,Format Python code using black,https://github.com/marketplace/actions/black-code-formatter,23,format python code using black
Kubernetes toolset,"Github Action with Kubernetes tools: kubectl, kustomize, helm, kubeval, kubeaudit, conftest, jq, yq, go",https://github.com/marketplace/actions/kubernetes-toolset,23,github action kubernetes tool kubectl kustomize helm kubeval kubeaudit conftest jq yq go
Build and Inspect a Python Package,"Builds the current package using standard PyPA tooling, keeps it as artifacts, then performs checks on it",https://github.com/marketplace/actions/build-and-inspect-a-python-package,23,build current package using standard pypa tooling keep artifact performs check
Build with Gradle,"A collection of actions for building Gradle projects, as well as generating a dependency graph via Dependency Submission",https://github.com/marketplace/actions/build-with-gradle,23,collection action building gradle project well generating dependency graph via dependency submission
Random RickRoll,Make GitHub rick-roll innocent people,https://github.com/marketplace/actions/random-rickroll,24,make github rickroll innocent people
WinGet Releaser,Publish new releases of your application to Windows Package Manager easily,https://github.com/marketplace/actions/winget-releaser,24,publish new release application window package manager easily
Find Comment,Find an issue or pull request comment,https://github.com/marketplace/actions/find-comment,24,find issue pull request comment
The Determinate Nix Installer,Install Nix with the Determinate Nix Installer. See: https://github.com/DeterminateSystems/nix-installer,https://github.com/marketplace/actions/the-determinate-nix-installer,24,install nix determinate nix installer see httpsgithubcomdeterminatesystemsnixinstaller
DeepSeek CR,"🚀 Sharpen Your Code, Ship with Confidence – Elevate Your Workflow with DeepSeek Code Review 🚀",https://github.com/marketplace/actions/deepseek-cr,24,sharpen code ship confidence elevate workflow deepseek code review
Issue Label Manager Action,Will update repo s labels based on data in JSON file located at $REPO/.github/labels.json,https://github.com/marketplace/actions/issue-label-manager-action,24,update repo label based data json file located repogithublabelsjson
AbsaOSS/k3d-action,A GitHub Action to run fully customizable k3s clusters during workflow. Provides an image registry and multi-cluster support,https://github.com/marketplace/actions/absaoss-k3d-action,24,github action run fully customizable k cluster workflow provides image registry multicluster support
Deployment Action,Creates a GitHub Deployment,https://github.com/marketplace/actions/deployment-action,24,creates github deployment
Get Latest Tag,Get the latest tag from git and outputs that for use in other actions,https://github.com/marketplace/actions/get-latest-tag,24,get latest tag git output use action
OSKAR-PHP-CS-Fixer,Use PHP-CS-Fixer via GithubAction,https://github.com/marketplace/actions/oskar-php-cs-fixer,24,use phpcsfixer via githubaction
run-cmake,"Run CMake with CMakePreset.json to configure, build, package and test C/C++ source code",https://github.com/marketplace/actions/run-cmake,24,run cmake cmakepresetjson configure build package test cc source code
Markdown autodocs,"A github action that automatically format markdown files, sync external docs/src code make better docs",https://github.com/marketplace/actions/markdown-autodocs,24,github action automatically format markdown file sync external docssrc code make better doc
workflow-application-token-action,Obtain a temporary access token for a GitHub Application when running in a GitHub Actions Workflow,https://github.com/marketplace/actions/workflow-application-token-action,24,obtain temporary access token github application running github action workflow
PR Statistics,PR 통계를 냅니다,https://github.com/marketplace/actions/pr-statistics,24,pr
Upload app to TestFlight,Uploads an app to Apple TestFlight,https://github.com/marketplace/actions/upload-app-to-testflight,24,uploads app apple testflight
Hyperlink link checker,Run hyperlink link checker on a folder of static HTML,https://github.com/marketplace/actions/hyperlink-link-checker,24,run hyperlink link checker folder static html
bird-box,Update a pinned gist to contain the latest tweets of a user,https://github.com/marketplace/actions/bird-box,24,update pinned gist contain latest tweet user
Composer (php-actions),Use the Composer CLI in your Github Actions,https://github.com/marketplace/actions/composer-php-actions,24,use composer cli github action
GitHub Environment Variables Action,Expose useful Environment Variables,https://github.com/marketplace/actions/github-environment-variables-action,24,expose useful environment variable
Push a file to another repository,Used for pushing a copy of a file to another repository,https://github.com/marketplace/actions/push-a-file-to-another-repository,24,used pushing copy file another repository
continuous-reforestation,Plant trees within your development workflow with digitalhumani.com,https://github.com/marketplace/actions/continuous-reforestation,25,plant tree within development workflow digitalhumanicom
Auto Update,A GitHub Action that auto-updates PRs with changes from their destination branch,https://github.com/marketplace/actions/auto-update,25,github action autoupdates pr change destination branch
SAML.to Assume AWS Role,GitHub Action Assume AWS Roles using SAML.to,https://github.com/marketplace/actions/saml-to-assume-aws-role,25,github action assume aws role using samlto
Actions Status Discord,Post Github Actions CI status to Discord,https://github.com/marketplace/actions/actions-status-discord,25,post github action ci status discord
Vitest Coverage Report,Provide a Vitest Test Coverage Report as Step-Summary and comment in Pull Requests,https://github.com/marketplace/actions/vitest-coverage-report,25,provide vitest test coverage report stepsummary comment pull request
Upload to IPFS,"The GitHub Action allows uploading DApps or content to IPFS. It supports IPFS, Pinata, Infura pinning services",https://github.com/marketplace/actions/upload-to-ipfs,25,github action allows uploading dapps content ipfs support ipfs pinata infura pinning service
